City,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Rating color,Rating text
New Delhi,3000,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
Gurgaon,500,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,Yellow,Good
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,650,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Faridabad,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Hyderabad,1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,Green,Very Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Des Moines,25,Dollar($),No,No,No,No,2,Orange,Average
New Delhi,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,White,Not rated
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,Red,Poor
New Delhi,550,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gainesville,10,Dollar($),No,No,No,No,1,Green,Very Good
New Delhi,650,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,Yes,Yes,No,2,Orange,Average
New Delhi,800,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,Green,Very Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Auckland,70,NewZealand($),No,No,No,No,4,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,350,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,700,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Pensacola,10,Dollar($),No,No,No,No,1,Dark Green,Excellent
Gurgaon,1200,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,Orange,Average
Gurgaon,800,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Bhopal,500,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
East Ballina,20,Dollar($),No,No,No,No,2,Green,Very Good
Gurgaon,400,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Pune,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
Gurgaon,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Tampa Bay,70,Dollar($),No,No,No,No,4,Dark Green,Excellent
New Delhi,1800,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,1000,Indian Rupees(Rs.),No,Yes,No,No,3,Yellow,Good
New Delhi,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
Noida,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Allahabad,400,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Noida,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1800,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,2000,Indian Rupees(Rs.),No,No,No,No,4,Dark Green,Excellent
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,1200,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
Gurgaon,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
London,35,Pounds(��),No,No,No,No,2,Dark Green,Excellent
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,1800,Indian Rupees(Rs.),No,No,No,No,3,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,800,Indian Rupees(Rs.),Yes,No,No,No,2,Orange,Average
Noida,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Rest of Hawaii,40,Dollar($),No,No,No,No,3,Green,Very Good
Tampa Bay,25,Dollar($),No,No,No,No,2,Green,Very Good
New Delhi,2200,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
New Delhi,550,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,800,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,200,Indian Rupees(Rs.),No,Yes,No,No,1,Yellow,Good
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,Red,Poor
Tampa Bay,40,Dollar($),No,No,No,No,3,Green,Very Good
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
Kolkata,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,Green,Very Good
New Delhi,1000,Indian Rupees(Rs.),No,No,No,No,3,White,Not rated
New Delhi,850,Indian Rupees(Rs.),Yes,No,No,No,2,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Sharjah,150,Emirati Diram(AED),No,No,No,No,4,Dark Green,Excellent
Gurgaon,600,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
Allahabad,800,Indian Rupees(Rs.),No,No,No,No,3,Orange,Average
Edinburgh,25,Pounds(��),No,No,No,No,2,Yellow,Good
Noida,500,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,850,Indian Rupees(Rs.),Yes,Yes,No,No,2,Yellow,Good
Gurgaon,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Doha,110,Qatari Rial(QR),No,No,No,No,3,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Monroe,25,Dollar($),No,No,No,No,2,Yellow,Good
Chandigarh,650,Indian Rupees(Rs.),No,No,No,No,2,Green,Very Good
Noida,700,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,1400,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
Colombo,2500,Sri Lankan Rupee(LKR),No,No,No,No,3,Green,Very Good
Gurgaon,2000,Indian Rupees(Rs.),Yes,No,No,No,4,Yellow,Good
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
Noida,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Vadodara,800,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
Gainesville,25,Dollar($),No,No,No,No,2,Red,Poor
New Delhi,550,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
Bhopal,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,450,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Chandigarh,1600,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
Mangalore,700,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,350,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Gurgaon,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,1800,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
Noida,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Red,Poor
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Birmingham,30,Pounds(��),Yes,No,No,No,2,Yellow,Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Des Moines,40,Dollar($),No,No,No,No,3,Green,Very Good
New Delhi,1000,Indian Rupees(Rs.),Yes,No,No,No,3,White,Not rated
Gurgaon,300,Indian Rupees(Rs.),No,Yes,No,No,1,Red,Poor
Puducherry,900,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
Noida,800,Indian Rupees(Rs.),Yes,Yes,No,No,2,Red,Poor
Pensacola,25,Dollar($),No,No,No,No,2,Green,Very Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Gurgaon,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Gurgaon,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1500,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
Dubai,285,Emirati Diram(AED),No,No,No,No,3,Orange,Average
Rio de Janeiro,90,Brazilian Real(R$),No,No,No,No,3,Dark Green,Excellent
Gurgaon,1600,Indian Rupees(Rs.),No,Yes,No,No,3,Green,Very Good
Gurgaon,250,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
Gurgaon,350,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,500,Indian Rupees(Rs.),No,Yes,No,No,2,Dark Green,Excellent
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,800,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
Kolkata,800,Indian Rupees(Rs.),No,No,No,No,2,Green,Very Good
New Delhi,800,Indian Rupees(Rs.),Yes,No,No,No,2,Orange,Average
Wellington City,50,NewZealand($),No,No,No,No,3,Green,Very Good
Pensacola,10,Dollar($),No,No,No,No,1,Dark Green,Excellent
Gurgaon,500,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
Gurgaon,500,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,1500,Indian Rupees(Rs.),Yes,No,No,No,3,Dark Green,Excellent
Ranchi,1000,Indian Rupees(Rs.),No,No,No,No,3,Orange,Average
Gurgaon,550,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Rest of Hawaii,40,Dollar($),No,No,No,No,3,Green,Very Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Pocatello,25,Dollar($),No,No,No,No,2,Yellow,Good
Noida,650,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Wellington City,90,NewZealand($),No,No,No,No,4,Green,Very Good
Mumbai,1100,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Bhubaneshwar,900,Indian Rupees(Rs.),No,No,No,No,2,Green,Very Good
Auckland,40,NewZealand($),No,No,No,No,2,Green,Very Good
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Noida,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Dalton,10,Dollar($),No,No,No,No,1,Green,Very Good
Mumbai,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,Orange,Average
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,800,Indian Rupees(Rs.),No,Yes,No,No,2,Green,Very Good
Faridabad,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Noida,1300,Indian Rupees(Rs.),No,Yes,Yes,No,3,Orange,Average
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Gurgaon,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Patna,600,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Gurgaon,100,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Noida,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Gurgaon,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,Dark Green,Excellent
Gurgaon,1400,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
Faridabad,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Red,Poor
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Ahmedabad,1400,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
Cedar Rapids/Iowa City,25,Dollar($),No,No,No,No,2,Green,Very Good
New Delhi,550,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,Yellow,Good
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Davenport,25,Dollar($),No,No,No,No,2,Green,Very Good
Gurgaon,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
Gurgaon,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,1000,Indian Rupees(Rs.),No,No,No,No,3,Green,Very Good
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,100,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,Yellow,Good
New Delhi,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,Green,Very Good
New Delhi,1000,Indian Rupees(Rs.),Yes,No,No,No,3,Green,Very Good
Gurgaon,400,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,600,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
New Delhi,250,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Manchester,30,Pounds(��),No,No,No,No,2,Green,Very Good
Gurgaon,3000,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,1100,Indian Rupees(Rs.),Yes,No,No,No,3,Orange,Average
Gurgaon,1100,Indian Rupees(Rs.),Yes,No,No,No,3,Yellow,Good
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
Patna,700,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
Amritsar,150,Indian Rupees(Rs.),No,No,No,No,1,Green,Very Good
Gurgaon,500,Indian Rupees(Rs.),No,No,No,No,2,Orange,Average
New Delhi,700,Indian Rupees(Rs.),No,Yes,No,No,2,Yellow,Good
New Delhi,150,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,400,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,2500,Indian Rupees(Rs.),Yes,No,No,No,4,Orange,Average
Noida,500,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,Green,Very Good
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,Yellow,Good
New Delhi,450,Indian Rupees(Rs.),No,Yes,No,No,1,Orange,Average
Varanasi,600,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
New Delhi,500,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
Noida,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,Yellow,Good
Abu Dhabi,260,Emirati Diram(AED),No,Yes,No,No,4,Dark Green,Excellent
New Delhi,350,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
New Delhi,6500,Indian Rupees(Rs.),No,No,No,No,4,Green,Very Good
Noida,600,Indian Rupees(Rs.),No,No,No,No,2,White,Not rated
New Delhi,200,Indian Rupees(Rs.),No,No,No,No,1,White,Not rated
New Delhi,300,Indian Rupees(Rs.),No,No,No,No,1,Orange,Average
Cape Town,350,Rand(R),No,No,No,No,4,Dark Green,Excellent
Agra,900,Indian Rupees(Rs.),No,No,No,No,3,Yellow,Good
Gurgaon,700,Indian Rupees(Rs.),Yes,Yes,No,No,2,Yellow,Good
Gurgaon,700,Indian Rupees(Rs.),No,Yes,No,No,2,Orange,Average
